Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Quantity,Visibility_Revenue,Revenue_Item
FDQ28,14.0,regular,0.060134441,Frozen Foods,153.0656,OUT027,1985,Medium,Tier 3,Supermarket Type3,6024.1584,39,362.2594,0.18906317192336675
FDV39,11.3,low fat,0.0072946519999999996,Meat,198.1426,OUT045,2002,Small,Tier 2,Supermarket Type1,988.7130000000001,5,7.2123,0.04857997621707561
NCO17,10.0,low fat,0.128478462,Health and Hygiene,117.944,OUT019,1985,Small,Tier 1,Grocery Store,239.688,2,30.7947,0.13880106722598357
FDU50,5.75,regular,0.075107656,Dairy,112.8176,OUT013,1987,High,Tier 3,Supermarket Type1,1374.2112,12,103.2138,0.06446412868180017
FDT12,6.215,regular,0.049381405999999996,Baking Goods,226.8062,OUT027,1985,Medium,Tier 3,Supermarket Type3,4739.8302,21,234.0595,0.14875560576065955
FDK58,11.35,regular,0.045165795999999994,Snack Foods,100.0016,OUT018,2009,Medium,Tier 3,Supermarket Type2,1012.0160000000001,10,45.7085,0.058829380476308986
FDO08,11.1,regular,0.09415375,Fruits and Vegetables,165.7526,OUT019,1985,Small,Tier 1,Grocery Store,657.8104,4,61.9353,0.3809318178313104
NCW29,14.0,low fat,0.028907832,Health and Hygiene,130.431,OUT049,1999,Medium,Tier 1,Supermarket Type1,778.9860000000001,6,22.5188,0.03571423120538583
FDE04,19.75,regular,0.018059621,Frozen Foods,179.766,OUT045,2002,Small,Tier 2,Supermarket Type1,2336.958,13,42.2046,0.11482539833126965
NCB19,6.525,low fat,0.09043609400000001,Household,85.0882,OUT049,1999,Medium,Tier 1,Supermarket Type1,2233.0932,26,201.9522,0.10238079612210604
FDV15,10.3,low fat,0.146399712,Meat,103.9648,OUT049,1999,Medium,Tier 1,Supermarket Type1,1661.8368,16,243.2924,0.0761903599048231
FDL58,5.78,regular,0.07426435599999999,Snack Foods,264.7568,OUT049,1999,Medium,Tier 1,Supermarket Type1,4745.8224,18,352.4454,0.21758208549742752
FDA08,11.85,regular,0.050186725999999994,Fruits and Vegetables,164.1526,OUT045,2002,Small,Tier 2,Supermarket Type1,3124.5994,19,156.8134,0.15352581036143828
FDT43,16.35,low fat,0.020631654,Fruits and Vegetables,50.1324,OUT018,2009,Medium,Tier 3,Supermarket Type2,467.3916,9,9.6431,0.027169884930505858
NCX06,17.6,low fat,0.01561108,Household,182.5976,OUT027,1985,Medium,Tier 3,Supermarket Type3,5070.7328,28,79.1596,0.15914070704778524
FDT20,10.5,low fat,0.041395445,Fruits and Vegetables,37.6164,OUT046,1997,Small,Tier 1,Supermarket Type1,540.6296,14,22.3796,0.025775956356502688
FDB41,19.0,regular,0.097313129,Frozen Foods,48.0718,OUT046,1997,Small,Tier 1,Supermarket Type1,992.7078,21,96.6035,0.047329988827026485
NCN55,14.6,low fat,0.059582996,Others,238.8538,OUT049,1999,Medium,Tier 1,Supermarket Type1,6008.845,25,358.025,0.2754879800244506
FDE40,15.6,regular,0.09866365199999999,Dairy,62.9194,OUT027,1985,Medium,Tier 3,Supermarket Type3,2105.2596,33,207.7126,0.06607181140823226
FDX49,4.615,regular,0.101338651,Canned,232.63,OUT027,1985,Medium,Tier 3,Supermarket Type3,5359.69,23,543.1438,0.1682093870449936
NCM53,18.75,low fat,0.052146455999999994,Health and Hygiene,104.62799999999999,OUT045,2002,Small,Tier 2,Supermarket Type1,745.696,7,38.8854,0.03663944334217151
FDE36,5.26,regular,0.041764487,Baking Goods,161.8868,OUT035,2004,Small,Tier 2,Supermarket Type1,3275.736,20,136.8094,0.14468783892832188
FDN57,18.25,low fat,0.054344185999999996,Snack Foods,140.2154,OUT045,2002,Small,Tier 2,Supermarket Type1,1701.7848,12,92.4821,0.08361644391302711
FDI24,10.3,low fat,0.07836248400000001,Baking Goods,177.937,OUT027,1985,Medium,Tier 3,Supermarket Type3,6704.606,38,525.3896,0.21041845062647024
FDI19,15.1,low fat,0.052339069,Meat,242.7512,OUT046,1997,Small,Tier 1,Supermarket Type1,4119.9704,17,215.6354,0.19643056395817565
FDF24,15.5,regular,0.042464962,Baking Goods,81.5934,OUT010,1998,Small,Tier 3,Grocery Store,327.5736,4,13.9104,0.180099054479964
FDG52,13.65,low fat,0.06573288299999999,Frozen Foods,45.7402,OUT049,1999,Medium,Tier 1,Supermarket Type1,780.9834,17,51.3363,0.03580580615719451
DRF36,16.1,low fat,0.023625114,Soft Drinks,189.3846,OUT045,2002,Small,Tier 2,Supermarket Type1,3630.6074,19,85.7735,0.1783882897721975
FDS45,5.175,regular,0.051643608,Snack Foods,107.3622,OUT019,1985,Small,Tier 1,Grocery Store,317.5866,3,16.4013,0.1839114140744282
FDX40,12.85,low fat,0.165694219,Frozen Foods,39.7164,OUT010,1998,Small,Tier 3,Grocery Store,231.6984,6,38.3911,0.12738713609558427
DRK12,9.5,low fat,0.041878397000000005,Soft Drinks,32.99,OUT035,2004,Small,Tier 2,Supermarket Type1,133.16,4,5.5765,0.005881619468630971
DRC27,13.8,low fat,0.058091482,Dairy,245.1802,OUT035,2004,Small,Tier 2,Supermarket Type1,5650.6446,23,328.2543,0.24958652215135524
FDL58,5.78,regular,0.0741870604,Snack Foods,263.7568,OUT017,2007,Small,Tier 2,Supermarket Type1,2636.5679999999998,10,195.5992,0.12220773834212241
NCD30,19.7,low fat,0.026903714,Household,96.0726,OUT045,2002,Small,Tier 2,Supermarket Type1,1272.3438,13,34.2308,0.06251605020258014
NCZ54,14.65,low fat,0.145951533,Household,161.5552,OUT010,1998,Small,Tier 3,Grocery Store,324.9104,2,47.4212,0.1786348345248423
FDE10,6.67,regular,0.150554711,Snack Foods,130.0626,OUT010,1998,Small,Tier 3,Grocery Store,131.1626,1,19.7471,0.07211283278974168
FDP28,13.65,regular,0.13497562800000001,Frozen Foods,260.0936,OUT010,1998,Small,Tier 3,Grocery Store,260.9936,1,35.2278,0.14349355560192253
FDX15,17.2,low fat,0.15616879,Meat,160.6578,OUT013,1987,High,Tier 3,Supermarket Type1,3690.5294,23,576.3455,0.1731224153503965
FDA39,6.32,low fat,0.012738227750000001,Meat,40.2822,OUT035,2004,Small,Tier 2,Supermarket Type1,1139.1838,28,14.5112,0.05031725455413796
FDY24,4.88,regular,0.133700752,Baking Goods,52.9298,OUT049,1999,Medium,Tier 1,Supermarket Type1,1995.4026,38,266.7868,0.09148337685687292
FDC60,5.425,regular,0.115119905,Baking Goods,88.3514,OUT017,2007,Small,Tier 2,Supermarket Type1,1416.8224,16,163.1045,0.0656712290888981
FDH28,15.85,regular,0.11003099699999999,Frozen Foods,37.2506,OUT046,1997,Small,Tier 1,Supermarket Type1,265.6542,7,29.2302,0.012665771657936666
FDT25,7.5,low fat,0.051038045,Canned,121.7072,OUT017,2007,Small,Tier 2,Supermarket Type1,3552.7088,29,181.3233,0.1646718413620114
DRJ13,12.65,low fat,0.062837968,Soft Drinks,161.5578,OUT013,1987,High,Tier 3,Supermarket Type1,2406.867,15,151.2426,0.11290592305460642
NCO07,9.06,low fat,0.017116983,Others,211.956,OUT019,1985,Small,Tier 1,Grocery Store,213.05599999999998,1,3.6469,0.1233787264230965
FDW20,20.75,low fat,0.024129332000000003,Fruits and Vegetables,124.17299999999999,OUT013,1987,High,Tier 3,Supermarket Type1,2956.152,24,71.33,0.13867283495503527
DRF27,8.93,low fat,0.049754975,Dairy,152.134,OUT019,1985,Small,Tier 1,Grocery Store,153.134,1,7.6192,0.0886784596166006
FDS49,9.0,low fat,0.07952675066666667,Canned,79.7644,OUT035,2004,Small,Tier 2,Supermarket Type1,1649.8524,21,131.2074,0.07287326521633773
FDX25,16.7,low fat,0.101561568,Canned,181.9292,OUT027,1985,Medium,Tier 3,Supermarket Type3,3101.2964,17,314.9725,0.09733159314976152
NCX42,6.36,low fat,0.0059496440000000005,Household,165.6526,OUT027,1985,Medium,Tier 3,Supermarket Type3,4769.1254,29,28.3746,0.14967501110599865
FDG33,5.365,regular,0.13956116,Seafood,170.4764,OUT027,1985,Medium,Tier 3,Supermarket Type3,3435.528,20,479.4663,0.10782117231703937
FDL56,14.1,low fat,0.126035694,Fruits and Vegetables,86.4198,OUT045,2002,Small,Tier 2,Supermarket Type1,1133.8574,13,142.9065,0.055711582153319714
FDF14,7.55,low fat,0.027164679,Canned,152.334,OUT035,2004,Small,Tier 2,Supermarket Type1,2603.278,17,70.7172,0.11498566061173549
NCD06,13.0,low fat,0.099325278,Household,45.406000000000006,OUT046,1997,Small,Tier 1,Supermarket Type1,605.878,13,60.179,0.028886847640908184
DRM47,9.3,low fat,0.04357366,Hard Drinks,192.8846,OUT027,1985,Medium,Tier 3,Supermarket Type3,2293.0152,12,99.9151,0.07196436384881465
FDS46,17.6,regular,0.082741482,Snack Foods,118.7782,OUT019,1985,Small,Tier 1,Grocery Store,119.1782,1,9.861,0.06901497509291961
FDB35,12.3,regular,0.064565202,Starchy Foods,92.9804,OUT013,1987,High,Tier 3,Supermarket Type1,1929.4884,21,124.5778,0.09051213416659734
FDX21,7.05,low fat,0.08455456900000001,Snack Foods,109.8912,OUT027,1985,Medium,Tier 3,Supermarket Type3,2074.6328,19,175.4197,0.06511061491083231
NCU05,11.8,low fat,0.058451805,Health and Hygiene,79.9618,OUT027,1985,Medium,Tier 3,Supermarket Type3,241.6854,3,14.1269,0.007585094099047536
NCR38,17.25,low fat,0.113748685,Household,251.3724,OUT045,2002,Small,Tier 2,Supermarket Type1,6795.1548,27,772.9399,0.3338769274555378
NCR18,15.85,low fat,0.020603511,Household,42.7112,OUT017,2007,Small,Tier 2,Supermarket Type1,639.168,15,13.1691,0.029626118385969073
NCU41,18.85,low fat,0.052044976,Health and Hygiene,192.1846,OUT035,2004,Small,Tier 2,Supermarket Type1,3248.4382,17,169.0649,0.14348210693725255
FDY56,16.35,regular,0.06276442900000001,Fruits and Vegetables,227.6062,OUT017,2007,Small,Tier 2,Supermarket Type1,7222.5984,32,453.3223,0.33477513776145046
DRJ51,14.1,low fat,0.08797726199999999,Dairy,229.0668,OUT035,2004,Small,Tier 2,Supermarket Type1,3225.1352,14,283.7386,0.14245282353024213
FDK21,7.905,low fat,0.010010425,Snack Foods,249.0408,OUT035,2004,Small,Tier 2,Supermarket Type1,3755.112,15,37.5903,0.1658616690153934
FDY25,12.0,low fat,0.033946163,Canned,179.3976,OUT013,1987,High,Tier 3,Supermarket Type1,3440.8544,19,116.8038,0.1614101826683834
FDU44,12.15,regular,0.058414678,Fruits and Vegetables,163.4552,OUT035,2004,Small,Tier 2,Supermarket Type1,974.7312,6,56.9386,0.04305345451037871
FDL43,10.1,low fat,0.027106459,Meat,75.367,OUT049,1999,Medium,Tier 1,Supermarket Type1,535.969,7,14.5282,0.024572612068662906
FDF05,17.5,low fat,0.027022882999999998,Frozen Foods,262.491,OUT017,2007,Small,Tier 2,Supermarket Type1,5259.82,20,142.1355,0.24379826588453715
DRF15,18.35,low fat,0.058153409,Dairy,152.034,OUT019,1985,Small,Tier 1,Grocery Store,306.268,2,17.8105,0.1773569192332012
FDL20,17.1,low fat,0.128937661,Fruits and Vegetables,112.3886,OUT018,2009,Medium,Tier 3,Supermarket Type2,1779.0176,16,229.3824,0.10341585831098525
FDV32,7.785,low fat,0.088846306,Fruits and Vegetables,61.451,OUT049,1999,Medium,Tier 1,Supermarket Type1,759.012,12,67.4354,0.034798481687299015
FDJ34,11.8,regular,0.09357779,Snack Foods,125.9704,OUT013,1987,High,Tier 3,Supermarket Type1,1877.556,15,175.6975,0.08807598976873861
FDG08,13.15,regular,0.165694678,Fruits and Vegetables,171.8764,OUT045,2002,Small,Tier 2,Supermarket Type1,3779.0808,22,626.1736,0.18568346465193347
FDQ04,6.4,low fat,0.148392623,Frozen Foods,41.5796,OUT019,1985,Small,Tier 1,Grocery Store,41.2796,1,6.1256,0.023904628244474948
FDW13,8.5,low fat,0.098438394,Canned,51.1324,OUT017,2007,Small,Tier 2,Supermarket Type1,259.66200000000003,5,25.5607,0.012035610594299936
NCI17,8.645,low fat,0.143303291,Health and Hygiene,96.34100000000001,OUT013,1987,High,Tier 3,Supermarket Type1,193.082,2,27.6693,0.009057459940756808
FDY03,17.6,regular,0.076276208,Meat,110.9202,OUT045,2002,Small,Tier 2,Supermarket Type1,1687.8029999999999,15,128.7392,0.08292945435036139
FDS12,9.1,low fat,0.175103435,Baking Goods,127.5362,OUT017,2007,Small,Tier 2,Supermarket Type1,4655.9394,37,815.271,0.21580775611779346
FDJ55,12.8,regular,0.023511371,Meat,225.9404,OUT013,1987,High,Tier 3,Supermarket Type1,4950.8888,22,116.4022,0.23224576592919866
DRK01,7.63,low fat,0.06105276,Soft Drinks,95.4436,OUT035,2004,Small,Tier 2,Supermarket Type1,1418.154,15,86.5822,0.06263924734091984
FDG28,9.285,regular,0.049559042000000005,Frozen Foods,246.4144,OUT017,2007,Small,Tier 2,Supermarket Type1,1225.072,5,60.7134,0.056783393573107376
FDY38,13.6,regular,0.119418124,Dairy,231.03,OUT045,2002,Small,Tier 2,Supermarket Type1,5359.69,23,640.0441,0.2633459990218577
FDN01,8.895,low fat,0.072545601,Breakfast,176.237,OUT045,2002,Small,Tier 2,Supermarket Type1,1764.37,10,127.9973,0.08669154005067366
NCR54,16.35,low fat,0.090486828,Household,195.21099999999998,OUT013,1987,High,Tier 3,Supermarket Type1,2553.343,13,231.0439,0.11977709956138743
FDG29,17.6,low fat,0.056245075,Frozen Foods,43.3454,OUT013,1987,High,Tier 3,Supermarket Type1,1006.6896,23,56.6213,0.047223722173876874
FDG24,7.975,low fat,0.014618973,Baking Goods,85.225,OUT013,1987,High,Tier 3,Supermarket Type1,1081.925,13,15.8166,0.05075300828872349
FDG59,15.85,low fat,0.04347912599999999,Starchy Foods,36.7164,OUT017,2007,Small,Tier 2,Supermarket Type1,308.9312,8,13.4321,0.014319290553218383
FDM28,15.7,low fat,0.045166237000000005,Frozen Foods,178.666,OUT013,1987,High,Tier 3,Supermarket Type1,2516.724,14,113.671,0.11805930543469219
FDW04,8.985,regular,0.057827101,Frozen Foods,128.83100000000002,OUT046,1997,Small,Tier 1,Supermarket Type1,1428.141,11,82.5853,0.06809042658214072
FDS26,20.35,low fat,0.089394766,Dairy,260.1594,OUT013,1987,High,Tier 3,Supermarket Type1,2093.2752,8,187.1278,0.09819535880599795
FDQ56,6.59,low fat,0.10550944,Fruits and Vegetables,85.6908,OUT013,1987,High,Tier 3,Supermarket Type1,1929.4884,23,203.5792,0.09051213416659734
FDK51,19.85,low fat,0.005234153,Dairy,264.0884,OUT035,2004,Small,Tier 2,Supermarket Type1,5829.7448,22,30.5138,0.2574973003366639
FDL22,16.85,low fat,0.036390174,Snack Foods,91.4488,OUT046,1997,Small,Tier 1,Supermarket Type1,2082.6224,23,75.787,0.09929457079204485
FDH19,19.35,low fat,0.03292824,Meat,173.1738,OUT027,1985,Medium,Tier 3,Supermarket Type3,7298.4996,42,240.3267,0.22905730444561737
FDY55,16.75,low fat,0.081252534,Fruits and Vegetables,256.4988,OUT013,1987,High,Tier 3,Supermarket Type1,7452.9652,29,605.5723,0.3496179537132128
FDY03,17.6,regular,0.076552407,Meat,110.5202,OUT017,2007,Small,Tier 2,Supermarket Type1,450.0808,4,34.4548,0.020861725030119887
FDK21,7.905,low fat,0.016758568999999997,Snack Foods,250.4408,OUT010,1998,Small,Tier 3,Grocery Store,500.6816,2,8.3907,0.2752733515628718
FDZ10,17.85,low fat,0.044248175,Snack Foods,126.20200000000001,OUT027,1985,Medium,Tier 3,Supermarket Type3,3668.558,29,162.327,0.11513462392769126
FDZ32,7.785,regular,0.038288087,Fruits and Vegetables,103.1964,OUT018,2009,Medium,Tier 3,Supermarket Type2,736.3748,7,28.1944,0.0428061150044722
NCZ18,7.825,low fat,0.186032678,Household,253.0698,OUT035,2004,Small,Tier 2,Supermarket Type1,6088.0752,24,1132.5809,0.26890764210580803
NCF07,9.0,low fat,0.031867464,Household,101.0016,OUT027,1985,Medium,Tier 3,Supermarket Type3,2125.2336,21,67.7258,0.0666986786891453
DRE49,20.75,low fat,0.021370201000000002,Soft Drinks,153.0024,OUT017,2007,Small,Tier 2,Supermarket Type1,2277.036,15,48.6607,0.10554304675001482
FDJ08,11.1,low fat,0.193772568,Fruits and Vegetables,190.3846,OUT019,1985,Small,Tier 1,Grocery Store,573.2538,3,111.0809,0.33196588578214403
FDT39,6.26,regular,0.009866049,Meat,151.1366,OUT035,2004,Small,Tier 2,Supermarket Type1,2267.049,15,22.3668,0.10013457145344229
FDE08,18.2,low fat,0.082551042,Fruits and Vegetables,147.3734,OUT010,1998,Small,Tier 3,Grocery Store,296.9468,2,24.5133,0.16326052499606492
NCD06,13.0,low fat,0.099729888,Household,46.306000000000004,OUT018,2009,Medium,Tier 3,Supermarket Type2,559.2719999999999,12,55.7761,0.03251097342111812
FDB57,20.25,regular,0.018801549,Fruits and Vegetables,222.1772,OUT035,2004,Small,Tier 2,Supermarket Type1,5559.43,25,104.5259,0.24555761281534305
NCT54,8.695,low fat,0.11972145099999999,Household,95.5094,OUT049,1999,Medium,Tier 1,Supermarket Type1,1237.7222,13,148.1819,0.05674594513744637
DRF49,7.27,low fat,0.071222087,Soft Drinks,113.5518,OUT045,2002,Small,Tier 2,Supermarket Type1,569.259,5,40.5438,0.027970289337104142
FDM25,10.695,regular,0.060371962,Breakfast,174.0712,OUT027,1985,Medium,Tier 3,Supermarket Type3,3866.9664,22,233.4563,0.12136150558476058
FDF20,12.85,low fat,0.033287541000000004,Fruits and Vegetables,198.4768,OUT045,2002,Small,Tier 2,Supermarket Type1,1379.5376,7,45.9214,0.0677829701830173
FDH27,7.075,low fat,0.05858462,Dairy,142.7128,OUT018,2009,Medium,Tier 3,Supermarket Type2,1869.5664,13,109.5278,0.10867953972202343
FDV60,20.2,regular,0.11679292,Baking Goods,196.21099999999998,OUT027,1985,Medium,Tier 3,Supermarket Type3,5499.508000000001,28,642.3036,0.17259745801138474
FDY59,8.195,low fat,0.031452265,Baking Goods,94.3462,OUT049,1999,Medium,Tier 1,Supermarket Type1,925.462,10,29.1079,0.04242972767135582
FDK36,7.09,low fat,0.00721395,Baking Goods,47.9034,OUT035,2004,Small,Tier 2,Supermarket Type1,583.2408,12,4.2075,0.025761493272603655
NCM31,6.095,low fat,0.081196619,Others,141.4154,OUT046,1997,Small,Tier 1,Supermarket Type1,1418.154,10,115.1493,0.06761426975289497
FDE33,19.35,regular,0.049916364000000005,Fruits and Vegetables,80.2644,OUT017,2007,Small,Tier 2,Supermarket Type1,942.7728,12,47.0598,0.04369852461930438
FDU36,6.15,low fat,0.04627095,Baking Goods,99.3384,OUT046,1997,Small,Tier 1,Supermarket Type1,2364.9216,24,109.4272,0.11275393716539106
FDV13,17.35,regular,0.02747716,Canned,87.9856,OUT027,1985,Medium,Tier 3,Supermarket Type3,3251.7672,37,89.3493,0.10205399333263958
FDV20,20.2,regular,0.10470453699999999,Fruits and Vegetables,125.2678,OUT019,1985,Small,Tier 1,Grocery Store,254.3356,2,26.6301,0.14728335466757148
NCQ54,17.7,low fat,0.012540003000000001,Household,167.0474,OUT035,2004,Small,Tier 2,Supermarket Type1,5895.659000000001,35,73.9316,0.26040870197363625
FDO23,17.85,low fat,0.147023834,Breads,93.7436,OUT018,2009,Medium,Tier 3,Supermarket Type2,1134.5232,12,166.802,0.06595083179712534
DRE60,9.395,low fat,0.15965759599999998,Soft Drinks,224.972,OUT045,2002,Small,Tier 2,Supermarket Type1,7696.648,34,1228.8283,0.3781713973531273
DRP47,15.75,low fat,0.141398626,Hard Drinks,250.5382,OUT017,2007,Small,Tier 2,Supermarket Type1,2775.7202,11,392.483,0.12865759119906778
FDB21,7.475,low fat,0.148821808,Fruits and Vegetables,241.2854,OUT045,2002,Small,Tier 2,Supermarket Type1,5317.0788,22,791.2973,0.2612523165451622
FDX23,6.445,low fat,0.029691762000000003,Baking Goods,92.6436,OUT046,1997,Small,Tier 1,Supermarket Type1,1039.9796,11,30.8788,0.049583797818789646
FDX19,19.1,low fat,0.09671552300000001,Fruits and Vegetables,235.0958,OUT035,2004,Small,Tier 2,Supermarket Type1,3038.0454,13,293.8261,0.1341891481768156
FDD40,20.25,regular,0.014790558999999998,Dairy,193.6162,OUT035,2004,Small,Tier 2,Supermarket Type1,3848.324,20,56.9189,0.16997880264343507
FDA01,15.0,regular,0.054378253,Canned,59.1904,OUT046,1997,Small,Tier 1,Supermarket Type1,527.3136,9,28.6744,0.02514108058417503
FDS33,6.67,regular,0.123428594,Snack Foods,89.1514,OUT046,1997,Small,Tier 1,Supermarket Type1,2390.8878,27,295.1039,0.11399194492142999
FDM50,13.0,regular,0.029943462999999997,Canned,60.222,OUT027,1985,Medium,Tier 3,Supermarket Type3,1677.816,28,50.2396,0.05265685159669365
FDB29,16.7,regular,0.052368060999999994,Frozen Foods,112.7176,OUT013,1987,High,Tier 3,Supermarket Type1,801.6232,7,41.9795,0.03760407506438344
FDF46,7.07,low fat,0.09386114400000001,Snack Foods,115.5834,OUT045,2002,Small,Tier 2,Supermarket Type1,1267.0174,11,118.9237,0.062254339892993185
FDA33,6.48,low fat,0.033968647000000005,Snack Foods,148.0076,OUT045,2002,Small,Tier 2,Supermarket Type1,886.8456,6,30.1249,0.0435747665462254
FDC08,19.0,regular,0.173154079,Fruits and Vegetables,228.27200000000002,OUT010,1998,Small,Tier 3,Grocery Store,452.744,2,78.3945,0.24891739237068194
FDB53,13.35,low fat,0.139735226,Frozen Foods,147.5392,OUT045,2002,Small,Tier 2,Supermarket Type1,3877.6192,26,541.84,0.19052510537929182
FDY31,5.98,low fat,0.043351895999999994,Fruits and Vegetables,146.6418,OUT027,1985,Medium,Tier 3,Supermarket Type3,4414.254,30,191.3663,0.13853766908177734
DRQ35,9.3,low fat,0.042086652,Hard Drinks,122.4388,OUT027,1985,Medium,Tier 3,Supermarket Type3,5448.9072,45,229.3263,0.17100939423307174
FDX36,9.695,regular,0.12848269,Baking Goods,223.9404,OUT049,1999,Medium,Tier 1,Supermarket Type1,4950.8888,22,636.1035,0.2269837805497855
DRD13,15.0,low fat,0.049357077,Soft Drinks,62.6168,OUT017,2007,Small,Tier 2,Supermarket Type1,958.752,15,47.3212,0.044439177578953604
FDC52,11.15,regular,0.008326735,Dairy,149.9708,OUT017,2007,Small,Tier 2,Supermarket Type1,1956.1204,13,16.2881,0.09066826647705951
FDB45,20.85,low fat,0.021362955,Fruits and Vegetables,103.2306,OUT049,1999,Medium,Tier 1,Supermarket Type1,2404.2038,23,51.3609,0.11022571699371643
NCK19,9.8,low fat,0.151420934,Others,194.3478,OUT010,1998,Small,Tier 3,Grocery Store,387.4956,2,58.6749,0.21304400347020133
FDV51,16.35,low fat,0.032511818,Meat,165.0842,OUT013,1987,High,Tier 3,Supermarket Type1,994.7052,6,32.3397,0.046661535005140246
FDZ35,9.6,regular,0.022323658,Breads,101.29899999999999,OUT045,2002,Small,Tier 2,Supermarket Type1,1754.3829999999998,17,39.1642,0.08620083322019814
NCW17,18.0,low fat,0.019292355,Health and Hygiene,129.9994,OUT027,1985,Medium,Tier 3,Supermarket Type3,3340.9844,26,64.4555,0.10485400052071775
